category,hub,business,rating,review_count,phone,website,address,review_snippet
Handyman and property repairs,Tannersville PA,Lh Home Services,5.0,6,(570) 269-7096,http://lhhomeservice.com/services/,2851 Jackson Rd,
Handyman and property repairs,Lake Wallenpaupack PA,Jeff of all Trades LLC,5.0,4,(570) 604-3500,http://www.handyman570.com,175 Marina Wy,He is trustworthy and his rates are fair.
Handyman and property repairs,Lake Harmony PA,The Creative Handyman co.,5.0,5,(272) 271-7190,http://www.thecreativehandymanco.com/handyman-lake-harmony,24 hours   (272) 271-7190,On time and more than reasonable pricing.
Handyman and property repairs,Arrowhead Lake Albrightsville PA,Jon's Contracting & Property Services LLC,5.0,19,(570) 470-5013,http://www.bizapedia.com/pa/jons-contracting-and-property-services-llc.html,7 AM   (570) 470-5013,
Handyman and property repairs,Bushkill Falls PA,"Next Level Handyman, LLC",5.0,8,(610) 393-7020,http://www.nxtlvlhandyman.com,8 AM Mon   (610) 393-7020,He is knowledgeable in all home improvements.
Handyman and property repairs,Bushkill Falls PA,Valley repair and lawn service,5.0,16,(610) 849-3379,http://nextdoor.com/pages/valley-repair-lawn-service-bethlehem-pa/,8 AM   (610) 849-3379,"He was efficient, detail oriented, and fairly priced."
Handyman and property repairs,Bushkill Falls PA,TruBlue of Easton,4.8,71,(484) 207-0060,http://www.trublueally.com/easton,8 AM Mon   (484) 207-0060,He completed the work in a short time and it came out perfect.
Handyman and property repairs,Shawnee on Delaware PA,Deluxe Handyman Services,,,(570) 424-0584,http://handymandeluxeservices.com/home,606 Sugar Works Dr,
Handyman and property repairs,Shawnee on Delaware PA,Mr. Handyman,4.4,9,(201) 724-8672,http://www.mrhandyman.com,316 Del Sol Dr,
Handyman and property repairs,Shawnee on Delaware PA,MISSION HANDYMAN LLC,5.0,53,(484) 505-0710,http://www.missionhandymanco.com/quote,8 AM Mon   (484) 505-0710,Justin did a great job on several repairs at our house.
Handyman and property repairs,Camelback Resort Tannersville PA,Bornemann's Handyman Services,5.0,4,(570) 629-3402,http://www.manta.com/c/mb8c1c1/bornemann-s-handyman-service,7 AM Mon   (570) 629-3402,
Handyman and property repairs,Camelback Resort Tannersville PA,HomeTown Pros LLC,5.0,31,(484) 800-6078,http://www.camelbackresort.com/about,401 N 5th St,They fixed everything quickly and the quality of their work was outstanding.
Handyman and property repairs,Blue Mountain Ski Area Palmerton PA,Sargent and Sons Improvements-Masonry Contractor,4.6,18,(570) 730-7196,http://ssstoneworks.com,111 Stone Ln,Sargent and Sons did an incredible job on my property repair.
Handyman and property repairs,Blue Mountain Ski Area Palmerton PA,C&N Handyman Service LLC,5.0,1,(732) 567-6000,http://www.shopskibluemt.com/contactus,8 AM Mon   (732) 567-6000,
Handyman and property repairs,Resica Falls PA,Legacy The HandyMan,4.9,50,(570) 202-6627,http://legacythehandyman.com,7 AM   (570) 202-6627,
Handyman and property repairs,Resica Falls PA,Hometown Heroes Handyman and Junk Removal,5.0,3,(570) 460-0516,http://hometownhandymanservicesllc.com,24 hours   (570) 460-0516,"Great handyman service—prompt, professional, and easy to communicate with."
Handyman and property repairs,Marshalls Creek PA,A-Mex & Handyman Team LLC,5.0,1,(570) 977-2212,http://www.bizapedia.com/pa/a-mex-and-handyman-team-llc.html,418 Marshalls Creek Rd,
Handyman and property repairs,Saw Creek Estates Bushkill PA,Justin's Handyman Service,,,,http://justinhandyman.com,4320 Pne Rdg Dr,
Handyman and property repairs,Saw Creek Estates Bushkill PA,EJ's Premier Services,5.0,1,(570) 656-1302,http://sawcreek.org,24 hours   (570) 656-1302,
Handyman and property repairs,Tanglwood Lakes Greentown PA,Manton Home Services,5.0,9,(445) 223-0117,http://mantonhomeservices.com,12 PM   (445) 223-0117,I emailed him my inspection report and he fixed every issue I wanted fixed.
Handyman and property repairs,Hemlock Farms Hawley PA,Affordable Art's Handyman Services,5.0,7,(570) 460-6922,http://local.yahoo.com/info-241343341-affordable-arts-handymans-services-hawley/,30 AM   (570) 460-6922,"He’s reliable, knowledgeable, and his prices are great too."
Handyman and property repairs,Hemlock Farms Hawley PA,"ALC Property Maintenance, LLC",3.7,3,(845) 806-6222,http://truckingdatabase.com/companies/dot/2881647,7 AM Mon   (845) 806-6222,
Handyman and property repairs,Hemlock Farms Hawley PA,Area Maintenance,5.0,1,(570) 229-0105,http://www.hemlockfarms.org/public-works,9 AM Mon   (570) 229-0105,
Handyman and property repairs,Hideout Lake Ariel PA,T Squared Handyman LLC.,,,(570) 251-5049,http://nextdoor.com/pages/t-squared-handyman-llc-lake-ariel-pa/,8 AM Mon   (570) 251-5049,
Handyman and property repairs,Hideout Lake Ariel PA,Handyman Business Solutions,,,(407) 625-9266,http://www.handymanbusinesssolutions.com,135 Boulder Rd,
Handyman and property repairs,Hideout Lake Ariel PA,Handy Manny / Manny Exclusives,4.2,5,(570) 814-8740,http://www.hideoutassoc.com,30 AM Mon   (570) 814-8740,Handy Manny is now our go-to choice in the Poconos area.
HVAC and plumbing emergency service,Stroudsburg PA,"Pocono Electrical Services, LLC",4.6,37,(570) 534-2247,http://www.poconoelectricalservices.com,112 Scarlet Oak Drive,
HVAC and plumbing emergency service,Stroudsburg PA,"r.j. Groner Inc. Heating, Cooling & Plumbing",4.8,,(570) 775-2841,http://rjgroner.com,1 Katz Rd,
HVAC and plumbing emergency service,Stroudsburg PA,Northeast Plumbing Service,5.0,193,(610) 551-4704,http://hvacservice.io/pa/stroudsburg/northeast-plumbing-service,556 Main St,... fast and worked around our schedule and our emergency call.
HVAC and plumbing emergency service,Stroudsburg PA,ETG Plumbing & Heating,4.8,147,(570) 800-3214,http://www.etgplumbing.com,205 N Courtland St,In doing so they saved me thousands in unnecessary repair cost.
HVAC and plumbing emergency service,Stroudsburg PA,Nauman Inc.,4.9,,(570) 989-9849,http://www.naumaninc.com/hvac,20 Lenox Ave,"Highly recommended, they do all my plumbing and HVAC work."
HVAC and plumbing emergency service,Stroudsburg PA,KMB PLUMBING AND ELECTRICAL,4.2,207,(570) 460-0111,http://www.kmbplumbing.com,223 Truss Rd,Great company great workers had an emergency guys were out within two hours.
HVAC and plumbing emergency service,East Stroudsburg PA,Toms Plumbing HVAC,3.9,36,(570) 656-3200,http://hvacservice.io/pa/east-stroudsburg/toms-plumbing-hvac,524 Cranberry Rd,Pricing is fair and my issues were fixed quickly!
HVAC and plumbing emergency service,East Stroudsburg PA,A1 HVAC & Plumbing,4.8,101,(610) 333-5722,http://a1hvacandplumbing.net,1 HVAC & Plumbing,We had a broken AC and they came the next morning and gave a fair price.
HVAC and plumbing emergency service,Mount Pocono PA,"ULTIMATE Plumbing, Heating, and Air Conditioning LLC",4.5,200,(570) 580-5861,http://www.ultimateplumbingheatingair.com/mount-pocono-pa/,24 hours   (570) 580-5861,Made the emergency call and the technician came promptly.
HVAC and plumbing emergency service,Mount Pocono PA,Pocono Mountain Plumbing & Heating,4.9,49,(570) 839-0205,http://www.home8.org/PA/Swiftwater/Pocono-Mountain-Plumbing-Heating-Swiftwater/,1 Meadow Ln,I called Pocono Mountain Plumbing and Heating and Bob came out quickly.
HVAC and plumbing emergency service,Mount Pocono PA,MJF Plumbing & Heating LLC,4.8,96,(570) 580-8700,http://www.mjfplumbing.com,24 hours   (570) 580-8700,Helped me immensely with an after-hours emergency!
HVAC and plumbing emergency service,Mount Pocono PA,Pocono Service Pro's Plumbing Heating Electrical.,4.9,139,(570) 335-0915,http://www.poconoservicepro.com,256 Schlittler Rd,Extremely fast service on a Saturday emergency call.
HVAC and plumbing emergency service,Mount Pocono PA,"Keiper Plumbing, Heating & Air Conditioning",4.9,150,(570) 646-3222,http://keiperplumbing.com,5204 PA-115,Had an emergency on an holiday weekend and they came within an hour.
HVAC and plumbing emergency service,Jim Thorpe PA,E F Laudenslager Inc.,4.9,349,(610) 395-1582,http://eflaud.com,3545 Pennsylvania 309,
HVAC and plumbing emergency service,Jim Thorpe PA,"Andreas Plumbing, Heating & Air Conditioning",4.8,,(610) 900-4083,http://andreasplumbing.com/service-area/jim-thorpe/,208 Memorial Drive,I will be using this company in the future for my plumbing and HVAC needs.
HVAC and plumbing emergency service,Jim Thorpe PA,"Shawn Kresge Services, Inc.",4.8,216,(570) 325-2773,http://www.kresgeservices.com/?amp;utm_medium=organic&amp;utm_campaign=google_my_business&amp;utm_content=website_button,908 North St,Anytime I have an emergency no matter when it is they come quickly.
HVAC and plumbing emergency service,Jim Thorpe PA,Home Comfort Solutions,4.9,252,(484) 464-3681,http://www.homecomfortsolutionsllc.com/service-areas/plumbing-jim-thorpe,325 Cypress St,
HVAC and plumbing emergency service,Jim Thorpe PA,Safeway Heating LLC,4.6,98,(570) 534-5289,http://www.chamberofcommerce.com/business-directory/pennsylvania/summit-hill/hvac-contractor/2012617155-safeway-heating-llc,24 hours   (570) 534-5289,I contacted them about it and the next week it was fixed.
HVAC and plumbing emergency service,Jim Thorpe PA,AOK Heating Air Conditioning Electrical,4.9,78,(610) 780-7363,http://aokqualityservice.com/hvac-electrician-jim-thorpe/,104 E Penn St,
HVAC and plumbing emergency service,Milford PA,Clear Choice Plumbing Inc.,4.9,262,(570) 223-3181,http://www.clearchoiceplumbinginc.com,24 hours   (570) 223-3181,Tom and his team were so helpful when we had an emergency situation.
HVAC and plumbing emergency service,Milford PA,John McCaslin Plumbing & Heating,4.9,27,(570) 686-3151,http://www.johnmccaslinplumbingpa.com,12 AM   (570) 686-3151,VERY responsive (he has saved my house twice from emergency situations).
HVAC and plumbing emergency service,Milford PA,Phoenix Plumbing LLC,5.0,21,(570) 296-2604,http://www.phoenixplumbingllc.com,8 AM Mon   (570) 296-2604,Service technician was prompt and very courteous and informative.
HVAC and plumbing emergency service,Milford PA,Cold Breeze LLC,5.0,67,(570) 618-3776,http://coldbreezellc.com,24 hours   (570) 618-3776,Matt was quick to respond and completed the repair in under an hour.
HVAC and plumbing emergency service,Milford PA,Elvis Electric Heating Cooling and Plumbing LLC,4.9,151,(484) 922-8588,http://elvisehcp.com/about-us/,3142 William Penn Hwy,Friendly and respectful team came found the problem and fixed issue quickly.
HVAC and plumbing emergency service,Hawley PA,HVAC Steve LLC,4.8,31,(570) 390-8783,http://www.hvacstevellc.com,24 hours   (570) 390-8783,He provides us with quick service and fair prices!
HVAC and plumbing emergency service,Hawley PA,"Paupack Plumbing, Heating, AC & Electric",4.6,19,(570) 226-1776,http://www.strongenterprises.org,805 Church St,Paupack Plumbing and HVAC and Ryan/team were absolutely excellent.
HVAC and plumbing emergency service,Hawley PA,"Reid Plumbing, Heating and Air Conditioning",4.5,8,(570) 576-7862,http://www.buildzoom.com/contractor/reid-hvac-llc,8 AM Mon   (570) 576-7862,Shawn and his crew were amazing.
HVAC and plumbing emergency service,Hawley PA,Remarkable Plumbing and Heating,4.9,148,(570) 203-2540,http://www.remarkableplumbingandheating.com,8 AM Mon   (570) 203-2540,"... assessed my problem, gave an estimate, and made a timely repair."
HVAC and plumbing emergency service,Hawley PA,B. Lee Oil Burner Service,4.5,24,(855) 253-3627,http://bleeobs.com,213 Cromwell St,Took the time to get here same day to look at our furnace.
HVAC and plumbing emergency service,Tobyhanna PA,F.A.C plumbing & heating,5.0,90,(570) 656-5109,http://fbplumbingandheating.com,24 hours   (570) 656-5109,Frank and his team are now my go to for any plumbing and HVAC needs!
HVAC and plumbing emergency service,Lehighton PA,R.F. Ohl,4.7,602,(610) 377-1098,http://www.rfohl.com,160 S 2nd St,
HVAC and plumbing emergency service,Honesdale PA,Electric and Plumbing Services LLC,4.5,90,(570) 230-4880,http://www.findglocal.com/US/Honesdale/2526747484241607/Electric-and-Plumbing-Services-LLC,707 Church St,
HVAC and plumbing emergency service,Honesdale PA,L H Reed & Sons Inc,4.8,16,(570) 253-0689,http://lhreedandsonsinc.com,564 Bethany Turnpike,Answered all our plumbing questions!
HVAC and plumbing emergency service,Honesdale PA,Duffy Plumbing & Heating,4.8,68,(570) 470-5522,http://www.findglocal.com/US/Honesdale/691933877502918/Duffy-Plumbing-&-Heating,1903 Roosevelt Hwy,They were able to fix the pipes the same day.
HVAC and plumbing emergency service,Honesdale PA,Michael Console Heating & Plumbing,3.7,9,(570) 253-4514,http://www.consoleheatingplumbing.com,149 Haines School Rd,"Mike figured it all out and had it all fixed and put back in, in no time."
HVAC and plumbing emergency service,Honesdale PA,Donald Hiller Plumbing & Heating,3.7,14,(570) 253-2485,http://hillerplumbingheating.net,252 Prompton Rd,I will definitely call them again if I have any issues.
HVAC and plumbing emergency service,Blakeslee PA,Mr Breeze HVAC Hot Water and Plumbing Service,4.8,21,(570) 213-6908,http://www.mrbreezehvacservice.com,116 Crescent Way,They immediately identified the issue and fixed it with ease.
HVAC and plumbing emergency service,Blakeslee PA,Allstate Plumbing & Well Pumps,4.9,62,(888) 267-5777,http://businessyab.com/explore/united_states/pennsylvania/monroe_county/tunkhannock_township/blakeslee/skyline_drive/383/allstate_plumbing_heating.html,24 hours   (888) 267-5777,I called Allstate Plumbing and heating and kirk answered..he saved my day.
HVAC and plumbing emergency service,Lake Ariel PA,Highpoint Mechanical HVAC LLC,4.9,49,(570) 656-3807,http://hvacservice.io/pa/lake-ariel/highpoint-mechanical-hvac-llc,120 Maple Ave,
HVAC and plumbing emergency service,Lake Ariel PA,Scotty's Services Inc,4.4,37,(570) 689-0890,http://scottysservices.com,429 Hamlin Hwy,And recently they helped us out with a no hot water emergency.
HVAC and plumbing emergency service,Lake Ariel PA,Histed's Heating & Plumbing,4.6,9,(570) 698-8797,http://www.chamberofcommerce.com/business-directory/pennsylvania/lake-ariel/heating-contractor/2033270236-histed-s-heating-plumbing,,Robert called back quickly on a Saturday and arrived shortly after the call.
HVAC and plumbing emergency service,Lake Ariel PA,Caparo’s HVAC & Plumbing,4.8,76,(570) 766-7799,http://www.chamberofcommerce.com/business-directory/pennsylvania/lake-ariel/hvac-contractor/2017168697-caparos-hvac-plumbing,243 Hitchcock Rd,Kevin came out with-in the hour and fixed it.
HVAC and plumbing emergency service,Saylorsburg PA,"Affordable Comfort Contracting, Inc",4.8,205,(570) 992-2806,http://affordablecomfortinc.net,1201 Rte 115,
HVAC and plumbing emergency service,Saylorsburg PA,Universal Plumbing Heating & Mechanical,5.0,206,(570) 992-5868,http://pamasterplumber.com,24 hours   (570) 992-5868,"Available same day for emergency service, very prompt, and knowledgeable."
HVAC and plumbing emergency service,Saylorsburg PA,"Coppola Heating, Air Conditioning and Plumbing LLC",4.9,70,(570) 580-7181,http://www.chamberofcommerce.com/business-directory/pennsylvania/saylorsburg/hvac-contractor/2017169792-coppola-heating-air-conditioning-and-plumbing-llc,225 Winding Way,Came out and diagnosed and repaired the situation in under thirty minutes.
HVAC and plumbing emergency service,Saylorsburg PA,Deluxe Plumbing & Heating,4.7,506,(610) 628-1724,http://hallerent.com/deluxe-plumbing-and-heating/,4240 Fritch Dr,
HVAC and plumbing emergency service,Bartonsville PA,Leon Clapper Plumbing Heating & Water Conditioning,3.8,36,(570) 629-2833,http://leonclapper.com,425 Neyhart Rd,They've been quick to act always on time and always got the job done right.
HVAC and plumbing emergency service,Bartonsville PA,iKON HVAC,4.8,101,(570) 972-4845,http://www.icon-hvac.com/category/all-products,24 hours   (570) 972-4845,Angelo and his team responded right away and were able to come out same day!
HVAC and plumbing emergency service,Pocono Lake PA,Pocono Water Heater & Plumbing Services,5.0,196,(570) 801-2368,http://www.poconowaterheater.com,24 hours   (570) 801-2368,Pocono water heater was very fast and professional.
HVAC and plumbing emergency service,Albrightsville PA,Absolute Plumbing & Heating,4.9,33,(570) 730-0823,http://absoluteplumbing-heating.com/services/,30 AM Mon   (570) 730-0823,They came out quickly and fixed my problem!
HVAC and plumbing emergency service,Lake Wallenpaupack PA,"Vitale & Son Plumbing, Heating and A/C",4.9,129,(570) 991-0991,http://www.vitaleandson.com,8 AM Mon   (570) 991-0991,He was at my door in twenty minutes and had me up and running in no time.
HVAC and plumbing emergency service,Arrowhead Lake Albrightsville PA,"Hope Mechanical, LLC",4.9,410,(610) 904-8002,http://plumberinboonenc.com/plumber-near-me/hope-mechanical-llc/,406 Hercules Dr,
HVAC and plumbing emergency service,Bushkill Falls PA,Lehigh Plumbing,5.0,939,(610) 973-5070,http://www.lehighplumbing.com,8 AM Mon   (610) 973-5070,We highly recommend them for your future plumbing and HVAC needs!
HVAC and plumbing emergency service,Blue Mountain Ski Area Palmerton PA,ABC Heating & Cooling Inc,3.5,58,(610) 760-6020,http://dualtemp.com/home-services/locations/palmerton/,1306 Riverview Dr,Great place great Service 24 emergency service
HVAC and plumbing emergency service,Resica Falls PA,ADR Always Done Right Services,5.0,31,(732) 967-5237,http://adralwaysdoneright.com,24 hours   (732) 967-5237,"Nick is reliable, resourceful and knowledgeable."
HVAC and plumbing emergency service,Saw Creek Estates Bushkill PA,"PTS Plumbing, Heating & Air Conditioning",4.2,33,(570) 236-1992,http://www.allbiz.com/business/pts-plumbing-heating-air-conditioning-570-236-1992,239 Shawnee Dr,
HVAC and plumbing emergency service,Saw Creek Estates Bushkill PA,Taylor Group Plumbing Heating Mechanical & Sprinkler Inc.,4.0,12,(570) 609-3431,http://www.chamberofcommerce.com/business-directory/pennsylvania/east-stroudsburg/plumber/2012613471-taylor-group-plumbing-heating-mechanical-sprinkler-inc,247 Fox Run Ln Ste 203,
HVAC and plumbing emergency service,Saw Creek Estates Bushkill PA,All-Tech Mechanical Heating & Air Conditioning,4.9,266,(570) 223-8297,http://www.alltechmech.com,872 Coolbaugh Rd,I had an emergency and they responded professionally and quickly.
HVAC and plumbing emergency service,Tanglwood Lakes Greentown PA,911 Emergency Plumbing and Heating,5.0,2,(877) 312-5754,http://www.911plumbandheat.com,911 Emergency Plumbing and Heating,
HVAC and plumbing emergency service,Hemlock Farms Hawley PA,"Blitz Plumbing, Heating and Cooling",5.0,35,(845) 645-5013,http://blitzplumbing.com/hawley-pa/,7 AM   (845) 645-5013,He diagnosed the leak and fixed it within an hour.
HVAC and plumbing emergency service,Hideout Lake Ariel PA,Rinker Inc.,4.8,102,(570) 698-9696,http://gorinkerinc.com,13 Mt Cobb Hwy,
Pest control services,Stroudsburg PA,Mrs. Bzzz Pest & Termite Solutions - Stroudsburg,4.9,179,(570) 431-3556,http://mrsbzzz.com,814 Monroe St #101,Definitely recommend Brendan if you’re dealing with any pest problems!
Pest control services,Stroudsburg PA,Ehrlich Pest Control,4.8,473,(866) 864-1911,http://pub-uat.jcehrlich.com/local-branches/stroudsburg-pa,507 Seven Bridge Rd,Always punctual and solves the pest problem.
Pest control services,Stroudsburg PA,A#1 Animal and Pest Control,3.7,9,(717) 422-3916,http://animalandpestcontrol.com,1 Animal and Pest Control,
Pest control services,Stroudsburg PA,Sting Operation Pest Control,,,(570) 380-5055,http://www.stingoperationpestcontrol.com,556 Main St Ste 7,
Pest control services,Stroudsburg PA,Mr. Perfecto Extermination and Cleaning,5.0,29,(800) 311-5944,http://pestcontrolnoblesville.com/pest-control-near-me/mr-perfecto-extermination-and-cleaning,"344 Stroud Mall Road, 784 Marcy ave",
Pest control services,Stroudsburg PA,L & L Pest Control,4.9,280,(570) 992-3487,http://landlpestcontrol.com/pest-control-stroudsburg/,191 PA-715,Excellent customer service and reliable pest control service overall!”
Pest control services,East Stroudsburg PA,Catch Them Critterz,4.8,25,(570) 202-0185,http://www.chamberofcommerce.com/business-directory/pennsylvania/east-stroudsburg/animal-control-service/2032304851-catch-them-critterz,9 AM Mon   (570) 202-0185,They were fast and helpful at solving our critter issue.
Pest control services,East Stroudsburg PA,The Pest Rangers Mount Pocono: Termite and Pest Control,5.0,457,(570) 355-6060,http://thepestrangers.com,3324 PA-940 Ste 105,
Pest control services,Mount Pocono PA,Green Man Exterminator Pest Control Services,4.8,29,(570) 851-4863,http://poconopestcontrol.com,506 Main St,
Pest control services,Mount Pocono PA,Pocono Wildlife Control LLC,4.9,17,(570) 807-4954,http://poconowildlifecontrol.com,8 AM Mon   (570) 807-4954,Did an excellent job and were responsive to all of our needs and questions.
Pest control services,Jim Thorpe PA,Rest Easy Pest Control,,,(908) 774-1552,http://resteasypestcontrol.com/states/pennsylvania/carbon-county/jim-thorpe/,733 Fairyland Rd,
Pest control services,Jim Thorpe PA,Terminix,4.9,58,(570) 551-0080,http://terminix.com,105 W Broad St Ste 110,
Pest control services,Jim Thorpe PA,A. D. Home Inspections LLC,4.9,29,(570) 467-7328,http://adhomeinspections.com,10 AM   (570) 467-7328,I was very pleased with the service and advice from AD Home inspections.
Pest control services,Jim Thorpe PA,LaMastra Pest and Wildlife Management LLC,5.0,14,(484) 707-2270,http://www.chamberofcommerce.com/united-states/pennsylvania/slatington/pest-control-service/2017594470-lamastra-pest-and-wildlife-management-llc,7 AM Mon   (484) 707-2270,Max is very knowledgeable and does efficient work!!
Pest control services,Jim Thorpe PA,The Pest Rangers Lehigh Valley: Termite and Pest Control,5.0,462,(610) 871-1229,http://thepestrangers.com,1501 Sumner Ave,They helped my Grandma with some infestations and cleared it up in no time!
Pest control services,Milford PA,Pest and Wildlife Control Company,5.0,228,(570) 431-9551,http://www.pestwildlifecontrolcompany.com/milford,615 Sawkill Rd,
Pest control services,Milford PA,PestPractice Milford,5.0,1,(570) 800-2055,http://pestpa.com,406 Broad St,
Pest control services,Milford PA,Eastern Pest Management,5.0,2,(570) 296-4222,http://easternpestdmv.com/contact-us,,
Pest control services,Hawley PA,Pocono Pest Control,5.0,3,,http://poconospestcontrol.com/wayne-county/hawley/,1319 Purdytown Turnpike,"Rich is friendly, knows his stuff, and always answers his phone."
Pest control services,Hawley PA,Paupack Wildlife and Pest Control,4.9,28,(570) 251-1544,http://paupackwildlifecontrol.com/pest-control/pest-control-hawley-pa/,121 Gumbletown Rd,Excellent service and they always go above and beyond.
Pest control services,Hawley PA,Nepa Exterminators,5.0,49,(570) 955-9708,http://nepaexterminators.com/site/,794 PA-690,"They did excellent work, and were very efficient."
Pest control services,Hawley PA,Fine's Pest Control,5.0,47,(570) 299-6150,http://www.finespestcontrol.com,470 Plank Rd,They use natural and organic pest control products which smell good.
Pest control services,Lehighton PA,Herritt's Pest Control,4.7,18,(844) 902-2897,http://www.herrittspestcontrol.com,4280 Cedar Dr,"Herritt's handled it thoroughly in 1 visit, saving me me time and money!"
Pest control services,Honesdale PA,Honesdale Wildlife Removal,5.0,14,(570) 493-3502,http://honesdaleborough.com,,"Brandon showed up on schedule, set-up traps and checked them every morning."
Pest control services,Lake Ariel PA,"570 Pest and Weed Defense, LLC",5.0,18,(570) 614-9553,http://www.findglocal.com/US/Moscow/673227155878457/570-Pest-and-Weed-Defense,"570 Pest and Weed Defense, LLC",
Pest control services,Lake Ariel PA,"Forbes Pest Control, LLC",4.8,26,(570) 906-0909,http://www.forbespestcontrolllc.com,433 Whitmore Ave,
Pest control services,Lake Ariel PA,Overwatch Home Inspections & Pest Control,4.9,152,(570) 866-0304,http://www.findglocal.com/US/Scranton/355142412114441/Overwatch-Home-Inspections-and-Pest-Control-LLC,8 AM   (570) 866-0304,
Pest control services,Saylorsburg PA,Mountain Valley Pest Control,,,(610) 365-2870,http://mountainvalleypest.com,904 E Laurel Ave,
Pest control services,Saylorsburg PA,A1 Wildlife Pest Control LLC,3.5,11,(610) 504-6156,http://www.allbiz.com/business/a-wildlife-pest-control-llc_1P-610-504-6156,1 Wildlife Pest Control LLC,
Pest control services,Tannersville PA,Seitz Bros.,4.7,40,(855) 548-2801,http://www.seitzbrothers.com/contact-us/,2857 PA-611,The technician Josh was super knowledgeable and did a great job.
Pest control services,Pocono Lake PA,Viking Pest Control,4.8,311,(800) 618-2847,http://www.vikingpest.com,8 AM   (800) 618-2847,
Pest control services,Arrowhead Lake Albrightsville PA,Aspen Pest Control,5.0,37,(570) 620-0300,http://aspenpc.com/about-us/,9 AM Mon   (570) 620-0300,... Aspen for anyone needing reliable pest control services!
Pest control services,Bushkill Falls PA,Aptive Pest Control,4.9,165,(610) 890-9609,http://aptivepestcontrol.com/locations/pennsylvania-pa/bushkill-pest-control/,6 AM Mon   (610) 890-9609,
Pest control services,Shawnee on Delaware PA,Green Pest Solutions,4.9,751,(610) 840-0044,http://www.greenpestsolutions.com,6363 Winside Dr,... Pest technician goes over and above normal customer service.
Pest control services,Shawnee on Delaware PA,Quest Termite & Pest Management,4.9,274,(610) 795-5491,http://www.questpests.com,1319 Main St,
Pest control services,Shawnee on Delaware PA,Rid-Et Pest Control,3.7,15,(610) 759-0839,http://www.rid-etpestcontrol.com,19 Tatamy Rd,
Pest control services,Resica Falls PA,Atlas Pest Control Services,5.0,11,(215) 672-4757,http://www.atlaspestcontrolpa.com/contact-us,98 Gruver Rd,
Pest control services,Saw Creek Estates Bushkill PA,BeeAwesome Eco Pest Control,5.0,24,(973) 876-7081,http://www.beeawesomenjpest.com/pest-control-services-nj-pa,7 AM Mon   (973) 876-7081,
Pest control services,Saw Creek Estates Bushkill PA,BeeAwesome NJ Eco Pest Control,,,(973) 876-7081,http://www.beeawesomenjpest.com,9 AM Mon   (973) 876-7081,
Pest control services,Hemlock Farms Hawley PA,Beam pest solutions,5.0,6,(973) 223-2788,http://www.hemlockfarms.org,10 AM   (973) 223-2788,
Pest control services,Hemlock Farms Hawley PA,Masters Pest Control,5.0,978,(845) 856-2024,http://masterspestcontrol.com/pike-county/hemlock-farms/,05 Grand St,... KNOWLEGEABLE AND RESPONSIVE TO PEST CONTROL ISSUES.
Pest control services,Hideout Lake Ariel PA,Bug E Bug Pest Control,5.0,2,(570) 955-8382,http://www.merchantcircle.com/bug-e-bug-lake-ariel-pa,10 PM   (570) 955-8382,
Pest control services,Indian Mountain Lake Lehighton PA,"The Bug Guyz, LLC",5.0,146,(570) 855-5335,http://thebugguyz.com,,"The same day I called, Karl was able to swing by and spray."
Pest control services,Indian Mountain Lake Lehighton PA,Seitz Environmental Inc.,4.6,28,(833) 219-9490,http://seitzenvironmental.com,1290 Blakeslee Blvd Dr W,Seitz Environmental have done two jobs for me and I was very happy.
Trash valet garbage removal,Stroudsburg PA,We Cleanout Junk LLC,5.0,143,(570) 730-0447,http://wecleanoutjunk.com,205 Ramble Bush Rd,They did a wonderful job on a removal on our property.
Trash valet garbage removal,Stroudsburg PA,Disposal Pro,4.9,34,(570) 234-9678,http://disposalpa.com,824 Scott St,They never leave any trash on the ground after a pick up either.
Trash valet garbage removal,Stroudsburg PA,AFFORDABLE JUNK REMOVAL SERVICE,5.0,252,(570) 807-1463,http://affordablejunkremovalservice.com/services,2349 Rimrock Dr,Affordable Junk Removal Service provided excellent service.
Trash valet garbage removal,East Stroudsburg PA,Nimis Hauling Inc.,5.0,128,(570) 807-2325,http://www.nimishaulinginc.com,24 hours   (570) 807-2325,"Nimis Hauling was fast, efficient, friendly and cost effective!"
Trash valet garbage removal,East Stroudsburg PA,Valovich & Sons,5.0,13,(570) 421-2165,http://valovichandsons.com,114 Tanite Rd,Mark came by the called him and got everything removed and on his truck.
Trash valet garbage removal,East Stroudsburg PA,Wonderful Cleanouts,5.0,6,(570) 656-2887,http://wonderfulcleanout.com,3609 Bridge St,This company did a great job with removing my living room set.
Trash valet garbage removal,Mount Pocono PA,Panther Waste Systems LLC,4.3,90,(570) 646-5178,http://pantherwaste1.com/about,353 Sullivan Trail,Also brought scrap metal which was no charge.
Trash valet garbage removal,Mount Pocono PA,Vanwhy Sanitation (Pa),2.9,16,,http://www.superpages.com/scotrun-pa/bpp/vanwhy-sanitation-519565835,287 Buck Fever Trail,He’s never missed a pick up never over charged me.
Trash valet garbage removal,Mount Pocono PA,D M Palmisano Sanitation,3.7,43,(570) 595-9027,http://www.dmpalmisano.com,9 AM Mon   (570) 595-9027,The guys go above & beyond to get the job done!
