Category,Target Hub,Business Name,Rating,Raw Details & Contact Info,Email Address,Website URL
Hot Tub Maintenance service,Lake Wallenpaupack PA,"AquaCare Pool and Spa Services, LLC",,"AquaCare Pool and Spa Services, LLC
AquaCare Pool and Spa Services, LLC
3.0(2)
Pool cleaning service
Open 24 hours · (272) 318-9058

Website

Directions",,http://www.aquacarepoolandspaservices.com
Hot Tub Maintenance service,Bushkill Falls PA,Northampton Pool and Patio,,"Northampton Pool and Patio
Northampton Pool and Patio
4.6(48)
Swimming pool supply store ·  · 2300 Wood Ave
Closed · Opens 8 AM · (610) 253-2120

Website

Directions
 
In-store shopping",,http://www.northamptonpoolandpatio.com
Hot Tub Maintenance service,Bushkill Falls PA,Integrity Pool & Spa Services,,"Integrity Pool & Spa Services
Integrity Pool & Spa Services
4.7(17)
Swimming pool contractor
(610) 923-6654

Directions
 
""They will be my first call for any service needed forevermore!""",,http://www.integritypoolspa.com
Hot Tub Maintenance service,Bushkill Falls PA,Dave's Pool & Pond Services,,"Dave's Pool & Pond Services
Dave's Pool & Pond Services
2.9(7)
Swimming pool contractor · 1121 Spruce St
(610) 330-0800

Directions",,http://www.superpages.com/easton-pa/bpp/daves-pool-pond-service-658205
Hot Tub Maintenance service,Shawnee on Delaware PA,Spa work Shawnee and Salon,,"Spa work Shawnee and Salon
Spa work Shawnee and Salon
4.3(58)
Day spa ·  · 100 Shawnee Inn Dr
Closed · Opens 9 AM · (570) 424-4000 ext. 1438

Website

Directions
 
""Such a wonderful, relaxing, and restorative experience!""",,http://www.shawneeinn.com/spa-poconos-pa
Hot Tub Maintenance service,Shawnee on Delaware PA,Hot Springs Hot Tub By Delaware Hot Tub CO,,"Hot Springs Hot Tub By Delaware Hot Tub CO
Hot Springs Hot Tub By Delaware Hot Tub CO
4.9(59)
Hot tub repair service · 16797 Coastal Hwy Unit 3
Temporarily closed · (302) 396-5064

Website

Directions
 
""The crew that delivered our hot tub was top shelf.""",,http://www.hottubde.com
Hot Tub Maintenance service,Camelback Resort Tannersville PA,Camelback Resort,,"Camelback Resort
Camelback Resort
4.3(11,871)
3-star hotel
Vibrant resort with an indoor water park
(855) 515-1283

Website

Directions
 

Pool

Free Wi-Fi

Air-conditioned

Breakfast
 
""Chair lifts are at pool and hot tub whirlpool""",,http://www.camelbackresort.com
Hot Tub Maintenance service,Camelback Resort Tannersville PA,"Mountain Springs Lake Resort | Private Lake, Lakefront Cabins & Pocono Getaways",,"Mountain Springs Lake Resort | Private Lake, Lakefront Cabins & Pocono Getaways
Mountain Springs Lake Resort | Private Lake, Lakefront Cabins & Pocono Getaways
4.7(518)
3-star hotel
Rustic cabins by a private lake
(570) 629-0251

Website

Directions
 

Free parking

Free Wi-Fi

Air-conditioned

Wi-Fi
 
""... bedrooms with clean bathrooms inside (2 of them had a hot tub).""",,http://www.mslresort.com
Hot Tub Maintenance service,Resica Falls PA,The Spa Guys,,"The Spa Guys
The Spa Guys
4.9(270)
Hot tub repair service · 802 Dorlan Mill Rd Ste 105
Open 24 hours · (267) 394-2600

Website

Directions
 
""They came out and fixed the hot tub right up.""
 

Book online",,http://spaguys.us
Hot Tub Maintenance service,Resica Falls PA,Bucks County Hot Tubs,,"Bucks County Hot Tubs
Bucks County Hot Tubs
4.7(77)
Hot tub store ·  · 8330 Easton Rd Bld. F
Closed · Opens 11 AM · (267) 987-7769

Website

Directions
 
""... rebuilds and repairs his carefully selected used hot tubs.""",,http://buckscountyhottubs.com
Hot Tub Maintenance service,Resica Falls PA,Hot Tub Tech LLC,,"Hot Tub Tech LLC
Hot Tub Tech LLC
5.0(29)
Repair service · 1297 S Ogontz St
Closed · Opens 8 AM · (717) 891-5310

Website

Directions
 
""Joe was amazing, knowledgeable and prompt at fixing our hot tub!""",,http://hottubtechllc.secureserversites.net
Hot Tub Maintenance service,Marshalls Creek PA,Fun in the Sun Pools and More,,"Fun in the Sun Pools and More
Fun in the Sun Pools and More
4.9(219)
Swimming pool contractor
Closed · Opens 9 AM Mon · (570) 242-0218

Website

Directions
 
""Quick and reliable hot tub service!!""",,http://funpoolsnj.com
Handyman and property repairs,Stroudsburg PA,Mido the handyman,,"Mido the handyman
Mido the handyman
5.0(192)
Handyman/Handywoman/Handyperson · 132 Davis Ct
Open 24 hours · (347) 813-2013

Directions
 
""Mido the handyman, reasonably priced, prompt, friendly, does excellent work.""",,http://www.chamberofcommerce.com/business-directory/pennsylvania/stroudsburg/handyman/2026897696-mido-the-handyman
Handyman and property repairs,Stroudsburg PA,The Stroudsburg Handyman,,"The Stroudsburg Handyman
The Stroudsburg Handyman
5.0(1)
Handyman/Handywoman/Handyperson · 2105 Wallace St
Open 24 hours · (570) 280-6724

Website

Directions
 
Online estimates",,http://thestroudsburghandyman.com
Handyman and property repairs,Stroudsburg PA,"JMJ Home Services, LLC",,"JMJ Home Services, LLC
JMJ Home Services, LLC
4.9(96)
Handyman/Handywoman/Handyperson
Closed · Opens 9 AM

Website

Directions
 
""Fair pricing, quality workmanship, and easy to communicate with.""",,http://www.jmjhomeservices.com
Handyman and property repairs,Stroudsburg PA,"C & S Handyman Services, LLC",,"C & S Handyman Services, LLC
C & S Handyman Services, LLC
5.0(1)
Handyman/Handywoman/Handyperson · 70 Main St
Open 24 hours

Directions
 
Onsite services
·
Online estimates",,http://www.bestprosintown.com/pa/delaware-water-gap/c-and-s-handyman-services-llc-/
Handyman and property repairs,Stroudsburg PA,The Poconos Handyman,,"The Poconos Handyman
The Poconos Handyman
5.0(9)
Handyman/Handywoman/Handyperson
Closed · Opens 9 AM · (570) 861-9761

Website

Directions
 
""He was professional, punctual, and did excellent work from start to finish.""",,http://thestroudsburghandyman.com
Handyman and property repairs,Stroudsburg PA,K & K Handyman Service,,"K & K Handyman Service
K & K Handyman Service
5.0(2)
Roofing contractor · 129 Ridgeway St
(570) 234-9983

Directions",,http://www.bizapedia.com/pa/k-k-handyman-service.html
Handyman and property repairs,East Stroudsburg PA,SK Handyman Services,,"SK Handyman Services
SK Handyman Services
4.2(9)
Handyman/Handywoman/Handyperson · 316 Del Sol Dr
Closed · Opens 7 AM · (201) 724-8672

Website

Directions
 
""I highly recommend Sabri and his handyman services.""",,http://skhandyman.com
Handyman and property repairs,East Stroudsburg PA,Odds & N's Handyman Services llc,,"Odds & N's Handyman Services llc
Odds & N's Handyman Services llc
5.0(1)
Handyman/Handywoman/Handyperson · 2354 Snapdragon Point
Closed · Opens 9 AM Mon · (267) 225-8402

Directions
 
""Top notch workmanship and timely response.""",,http://localitybiz.com/28513834/odds-&-n's-handyman-services-llc-east-stroudsburg
Handyman and property repairs,Mount Pocono PA,Jamie Marin Pocono Handyman,,"Jamie Marin Pocono Handyman
Jamie Marin Pocono Handyman
4.5(20)
Handyman/Handywoman/Handyperson · 44 Cobblewood Dr
Open 24 hours · (570) 242-9334

Directions
 
""He does quality work and does his best to work within your schedule.""",,http://www.findglocal.com/US/Mount-Pocono/121095068228471/Jamie-Marin-Pocono-Handyman
Handyman and property repairs,Mount Pocono PA,Pocono Property Experts LLC,,"Pocono Property Experts LLC
Pocono Property Experts LLC
5.0(4)
Handyman/Handywoman/Handyperson
Open 24 hours · (570) 856-7838

Website

Directions
 
Online estimates",,http://local.yahoo.com/info-240498943-pocono-property-experts-pocono-twp/
Handyman and property repairs,Mount Pocono PA,Northeast Services PA,,"Northeast Services PA
Northeast Services PA
4.4(53)
Machine repair service · 197 Devils Hole Rd
Open 24 hours · (570) 436-4701

Website

Directions
 
Onsite services",,http://mountpocono-pa.gov
Handyman and property repairs,Jim Thorpe PA,Josh's Handyman Services,,"Josh's Handyman Services
Josh's Handyman Services
5.0(3)
Handyman/Handywoman/Handyperson · 245 West Side Rd

Directions
 
""Call to have a facet replace an he does a fantastic job""",,http://joshshandyman.com
Handyman and property repairs,Jim Thorpe PA,Go Getters Handyman Service LLC,,"Go Getters Handyman Service LLC
Go Getters Handyman Service LLC
4.7(13)
Handyman/Handywoman/Handyperson
Closed · Opens 12 AM Mon · (484) 464-5353

Website

Directions
 
""It looks absolutely beautiful and they finished in 2 days!""",,http://www.gogettershandymanservices.com/book-online
Handyman and property repairs,Jim Thorpe PA,FCJ Services,,"FCJ Services
FCJ Services
No reviews
Handyman/Handywoman/Handyperson
Open 24 hours · (484) 695-5147

Directions",,http://jtborough.org
Handyman and property repairs,Jim Thorpe PA,Pocono HandyMan,,"Pocono HandyMan
Pocono HandyMan
5.0(1)
Contractor · 3904 Lookout Dr
(570) 350-1817

Website

Directions",,http://www.poconohandyman.com
Handyman and property repairs,Jim Thorpe PA,Steigerwalt Joshua,,"Steigerwalt Joshua
Steigerwalt Joshua
No reviews
Handyman/Handywoman/Handyperson
(610) 377-4565

Directions",,http://allpeople.com/joshua+steigerwalt_joshs-handyman-services_3T-us
Handyman and property repairs,Milford PA,Mr Fix It Handyman Services,,"Mr Fix It Handyman Services
Mr Fix It Handyman Services
5.0(2)
Handyman/Handywoman/Handyperson · Bloomgarden Building, 104 E Catharine St
(570) 296-6122

Directions",,http://www.mrfixithandymanservice.com
Handyman and property repairs,Milford PA,Precision Home Improvement Services,,"Precision Home Improvement Services
Precision Home Improvement Services
5.0(27)
General contractor
Open 24 hours · (570) 559-4399

Website

Directions
 
""Rob always does a great job at a fair price!""",,http://www.precisionhomepa.com
Handyman and property repairs,Milford PA,Bob's Handyman's Services,,"Bob's Handyman's Services
Bob's Handyman's Services
No reviews
Handyman/Handywoman/Handyperson · 113 Deep Brook Rd
(570) 409-1722

Directions",,http://www.chamberofcommerce.com/business-directory/pennsylvania/milford/handyman/26721071-bob-s-handyman-s-services
Handyman and property repairs,Milford PA,A PRO Handyman,,"A PRO Handyman
A PRO Handyman
5.0(13)
Contractor · 3606 Nicholas St
Closed · Opens 8 AM Mon · (484) 895-7022

Website

Directions
 
""He repaired a small masonry issue on my office building.""",,http://aprohandyman.com
Handyman and property repairs,Milford PA,PB Property Care,,"PB Property Care
PB Property Care
5.0(5)
Handyman/Handywoman/Handyperson
Closed · Opens 8 AM · (570) 775-3470

Website

Directions
 
""Reasonable pricing, shows up on time and goes the extra mile.""",,http://www.pbpropertycare.com
Handyman and property repairs,Milford PA,Sprouse’s Handyman Services,,"Sprouse’s Handyman Services
Sprouse’s Handyman Services
4.0(4)
Handyman/Handywoman/Handyperson
Open 24 hours · (908) 644-4522

Directions
 
Online estimates",,http://sprouseshandyman.com/services
Handyman and property repairs,Hawley PA,Lake Region Handyman and Home Repair,,"Lake Region Handyman and Home Repair
Lake Region Handyman and Home Repair
5.0(9)
Handyman/Handywoman/Handyperson
Open 24 hours · (570) 445-1208

Website

Directions
 
""He is prompt, reasonably priced and does good work.""",,http://www.lakeregionhandymanandhomerepair.com
Handyman and property repairs,Hawley PA,Billy Fix-It-All Handyman,,"Billy Fix-It-All Handyman
Billy Fix-It-All Handyman
4.9(175)
Handyman/Handywoman/Handyperson
Closed · Opens 9 AM Mon · (570) 229-8991

Website

Directions
 
""Billy Fix-It-All did a great job with the repairs needed in my home.""
 

Book online",,http://www.billyfixitall.com/handyman-repairs
Handyman and property repairs,Hawley PA,Bluestone Home & Property Maintenance LLC,,"Bluestone Home & Property Maintenance LLC
Bluestone Home & Property Maintenance LLC
5.0(1)
Handyman/Handywoman/Handyperson
Closed · Opens 8 AM Mon

Directions",,http://www.bizapedia.com/pa/bluestone-home-and-property-maintenance-llc.html
Handyman and property repairs,Hawley PA,Fixx Me Now,,"Fixx Me Now
Fixx Me Now
4.9(71)
Handyman/Handywoman/Handyperson · 616 Hamlin Hwy
Closed · Opens 9 AM Mon · (570) 630-5995

Website

Directions
 
Onsite services
·
Online estimates
 

Book online",,http://www.fixxmenow.com
Handyman and property repairs,Hawley PA,"Mr. Handyman of Easton, Bethlehem, Nazareth & Allentown",,"Mr. Handyman of Easton, Bethlehem, Nazareth & Allentown
Mr. Handyman of Easton, Bethlehem, Nazareth & Allentown
4.8(804)
Handyman/Handywoman/Handyperson ·  · 2484 Birch St
Open 24 hours · (610) 463-1667

Website

Directions
 
""Called mr.handyman and no problem they were willing to do work.""
 

Book online",,http://www.mrhandyman.com/easton-e-bethlehem-nazareth/
Handyman and property repairs,Hawley PA,Rapid Repair Handyman Services,,"Rapid Repair Handyman Services
Rapid Repair Handyman Services
5.0(5)
Handyman/Handywoman/Handyperson · 331 N Main St
Open 24 hours · (570) 955-9191

Website

Directions
 
""Would recommend for anyone looking for any handyman services.""",,http://rapidrepairguys.com
Handyman and property repairs,Lehighton PA,All Fresh Handyman & Cleaning Services,,"All Fresh Handyman & Cleaning Services
All Fresh Handyman & Cleaning Services
5.0(9)
Handyman/Handywoman/Handyperson
Open 24 hours

Website

Directions
 
Online estimates",,http://www.all-fresh-handyman-and-cleaning-services.com
Handyman and property repairs,Lehighton PA,Brothers Property Maintenance and Renovations LLC,,"Brothers Property Maintenance and Renovations LLC
Brothers Property Maintenance and Renovations LLC
No reviews
Remodeler · 146 Oak Dr
Open 24 hours · (610) 526-8112

Website

Directions",,http://local.yahoo.com/info-238048481-brothers-property-maintenance-and-renovations-lehighton/
Handyman and property repairs,Lehighton PA,The Service Team,,"The Service Team
The Service Team
4.5(24)
Roofing contractor ·  · 6565 Interchange Rd
Closed · Opens 9 AM · (610) 377-8450

Website

Directions
 
Onsite services",,http://www.chamberofcommerce.com/business-directory/pennsylvania/lehighton/roofing-contractor/2004955121-the-service-team
Handyman and property repairs,Honesdale PA,Chris Hernandez Pro Handyman LLC,,"Chris Hernandez Pro Handyman LLC
Chris Hernandez Pro Handyman LLC
2.3(3)
Handyman/Handywoman/Handyperson · 5 Avery Ln
(570) 616-2672

Directions",,http://www.chamberofcommerce.com/business-directory/pennsylvania/honesdale/roofing-contractor/2011483374-chris-hernandez-pro-handyman-llc
Handyman and property repairs,Honesdale PA,Burns Handyman Services LLC,,"Burns Handyman Services LLC
Burns Handyman Services LLC
5.0(3)
Handyman/Handywoman/Handyperson
(570) 903-1216

Directions",,http://www.chamberofcommerce.com/united-states/pennsylvania/honesdale/handyman/26724734-burns-handyman-services-llc
Handyman and property repairs,Honesdale PA,Tool Times Pro,,"Tool Times Pro
Tool Times Pro
5.0(10)
Handyman/Handywoman/Handyperson
Closed · Opens 8 AM Mon · (570) 503-6262

Website

Directions
 
""... recommend for anyone needing field or property maintenance!""",,http://www.tooltimespro.com/book-online
Handyman and property repairs,Honesdale PA,Summit Handyman,,"Summit Handyman
Summit Handyman
5.0(13)
Handyman/Handywoman/Handyperson
Closed · Opens 8:30 AM Mon · (570) 575-9462

Website

Directions
 
Online estimates",,http://summithandymanpa.com/about/
Handyman and property repairs,Blakeslee PA,F & G Handyman Specialist,,"F & G Handyman Specialist
F & G Handyman Specialist
4.5(2)
Handyman/Handywoman/Handyperson · 479 Mountain Rd
(570) 643-1292

Directions",,http://www.homeyou.com/f-g-handyman-specialist-albrightsville-pa
Handyman and property repairs,Blakeslee PA,"Blakeslee Home Improvement, Inc.",,"Blakeslee Home Improvement, Inc.
Blakeslee Home Improvement, Inc.
3.3(16)
Carpenter · 373 PA-940 Box 1020
Closed · Opens 7:30 AM Mon · (570) 646-8498

Directions
 
""Blakeslee Home Improvement has always done wonderful work.""",,http://blakesleeinc.com
Handyman and property repairs,Lake Ariel PA,A To Z Home Maintenance,,"A To Z Home Maintenance
A To Z Home Maintenance
1.0(1)
Handyman/Handywoman/Handyperson · 1186 Hamlin Hwy
(570) 698-7759

Directions",,http://www.allbiz.com/business/a-to-z-home-maintenance_14D-570-698-7759
Handyman and property repairs,Lake Ariel PA,Your Helpful Handyman,,"Your Helpful Handyman
Your Helpful Handyman
No reviews
Handyman/Handywoman/Handyperson · 1010 Deerfield Ct
Closed · Opens 7 AM Mon · (203) 460-1621

Directions",,http://yourhelpfulhandyman.com
Handyman and property repairs,Lake Ariel PA,Jeff’s Mobile Mechanic and Handyman Services,,"Jeff’s Mobile Mechanic and Handyman Services
Jeff’s Mobile Mechanic and Handyman Services
5.0(6)
Handyman/Handywoman/Handyperson · 136 West St
Closed · Opens 8 AM Mon · (570) 845-4227

Directions
 
""he always finds practical, cost-effective solutions without cutting corners.""",,http://www.findglocal.com/US/Archbald/1072980295890201/Jeff's-Mobile-Mechanic-And-Handyman-Services
Handyman and property repairs,Saylorsburg PA,Done Right Handyman Services,,"Done Right Handyman Services
Done Right Handyman Services
4.8(10)
Handyman/Handywoman/Handyperson · 305 Roseto Ave Unit 175
Open 24 hours · (800) 568-8070

Website

Directions
 
Onsite services
·
Online estimates",,http://www.donerightchoice.com
Handyman and property repairs,Saylorsburg PA,"G&J Handy Services, Construction LLC",,"G&J Handy Services, Construction LLC
G&J Handy Services, Construction LLC
5.0(13)
Construction company
Closed · Opens 6 AM Mon · (570) 990-9299

Website

Directions
 
""The quality of work was solid and everything was completed as promised.""",,http://gandjhandyservices.com/contact/
Handyman and property repairs,Tannersville PA,Lh Home Services,,"Lh Home Services
Lh Home Services
5.0(6)
Handyman/Handywoman/Handyperson ·  · 2851 Jackson Rd
Closed · Opens 9 AM · (570) 269-7096

Directions
 
Onsite services
·
Online estimates",,http://lhhomeservice.com/services/
Handyman and property repairs,Lake Wallenpaupack PA,Jeff of all Trades LLC,,"Jeff of all Trades LLC
Jeff of all Trades LLC
5.0(4)
Handyman/Handywoman/Handyperson · 175 Marina Wy
Closed · Opens 9 AM Mon · (570) 604-3500

Website

Directions
 
""He is trustworthy and his rates are fair.""",,http://www.handyman570.com
Handyman and property repairs,Lake Harmony PA,The Creative Handyman co.,,"The Creative Handyman co.
The Creative Handyman co.
5.0(5)
Handyman/Handywoman/Handyperson
Open 24 hours · (272) 271-7190

Website

Directions
 
""On time and more than reasonable pricing.""",,http://www.thecreativehandymanco.com/handyman-lake-harmony
Handyman and property repairs,Arrowhead Lake Albrightsville PA,Jon's Contracting & Property Services LLC,,"Jon's Contracting & Property Services LLC
Jon's Contracting & Property Services LLC
5.0(19)
Pressure washing service
Closed · Opens 7 AM · (570) 470-5013

Website

Directions
 
Online estimates",,http://www.bizapedia.com/pa/jons-contracting-and-property-services-llc.html
Handyman and property repairs,Bushkill Falls PA,"Next Level Handyman, LLC",,"Next Level Handyman, LLC
Next Level Handyman, LLC
5.0(8)
Handyman/Handywoman/Handyperson
Closed · Opens 8 AM Mon · (610) 393-7020

Website

Directions
 
""He is knowledgeable in all home improvements.""",,http://www.nxtlvlhandyman.com
Handyman and property repairs,Bushkill Falls PA,Valley repair and lawn service,,"Valley repair and lawn service
Valley repair and lawn service
5.0(16)
Handyman/Handywoman/Handyperson
Closed · Opens 8 AM · (610) 849-3379

Directions
 
""He was efficient, detail oriented, and fairly priced.""",,http://nextdoor.com/pages/valley-repair-lawn-service-bethlehem-pa/
Handyman and property repairs,Bushkill Falls PA,TruBlue of Easton,,"TruBlue of Easton
TruBlue of Easton
4.8(71)
Handyman/Handywoman/Handyperson
Closed · Opens 8 AM Mon · (484) 207-0060

Website

Directions
 
""He completed the work in a short time and it came out perfect.""",,http://www.trublueally.com/easton
Handyman and property repairs,Shawnee on Delaware PA,Deluxe Handyman Services,,"Deluxe Handyman Services
Deluxe Handyman Services
No reviews
Handyman/Handywoman/Handyperson · 606 Sugar Works Dr
Closed · Opens 8 AM · (570) 424-0584

Website

Directions",,http://handymandeluxeservices.com/home
Handyman and property repairs,Shawnee on Delaware PA,Mr. Handyman,,"Mr. Handyman
Mr. Handyman
4.4(9)
Handyman/Handywoman/Handyperson · 316 Del Sol Dr
(201) 724-8672

Website

Directions",,http://www.mrhandyman.com
Handyman and property repairs,Shawnee on Delaware PA,MISSION HANDYMAN LLC,,"MISSION HANDYMAN LLC
MISSION HANDYMAN LLC
5.0(53)
Handyman/Handywoman/Handyperson
Closed · Opens 8 AM Mon · (484) 505-0710

Website

Directions
 
""Justin did a great job on several repairs at our house.""
 

Book online",,http://www.missionhandymanco.com/quote
Handyman and property repairs,Camelback Resort Tannersville PA,Bornemann's Handyman Services,,"Bornemann's Handyman Services
Bornemann's Handyman Services
5.0(4)
Handyman/Handywoman/Handyperson
Closed · Opens 7 AM Mon · (570) 629-3402

Directions",,http://www.manta.com/c/mb8c1c1/bornemann-s-handyman-service
Handyman and property repairs,Camelback Resort Tannersville PA,HomeTown Pros LLC,,"HomeTown Pros LLC
HomeTown Pros LLC
5.0(31)
Handyman/Handywoman/Handyperson · 401 N 5th St
Open 24 hours · (484) 800-6078

Website

Directions
 
""They fixed everything quickly and the quality of their work was outstanding.""
 

Book online",,http://www.camelbackresort.com/about
Handyman and property repairs,Blue Mountain Ski Area Palmerton PA,Sargent and Sons Improvements-Masonry Contractor,,"Sargent and Sons Improvements-Masonry Contractor
Sargent and Sons Improvements-Masonry Contractor
4.6(18)
Masonry contractor · 111 Stone Ln
Closed · Opens 6:30 AM Mon · (570) 730-7196

Website

Directions
 
""Sargent and Sons did an incredible job on my property repair.""",,http://ssstoneworks.com
Handyman and property repairs,Blue Mountain Ski Area Palmerton PA,C&N Handyman Service LLC,,"C&N Handyman Service LLC
C&N Handyman Service LLC
5.0(1)
Handyman/Handywoman/Handyperson
Closed · Opens 8 AM Mon · (732) 567-6000

Directions",,http://www.shopskibluemt.com/contactus
Handyman and property repairs,Resica Falls PA,Legacy The HandyMan,,"Legacy The HandyMan
Legacy The HandyMan
4.9(50)
Handyman/Handywoman/Handyperson
Closed · Opens 7 AM · (570) 202-6627

Website

Directions
 
Online estimates",,http://legacythehandyman.com
Handyman and property repairs,Resica Falls PA,Hometown Heroes Handyman and Junk Removal,,"Hometown Heroes Handyman and Junk Removal
Hometown Heroes Handyman and Junk Removal
5.0(3)
Handyman/Handywoman/Handyperson
Open 24 hours · (570) 460-0516

Directions
 
""Great handyman service—prompt, professional, and easy to communicate with.""",,http://hometownhandymanservicesllc.com
Handyman and property repairs,Marshalls Creek PA,A-Mex & Handyman Team LLC,,"A-Mex & Handyman Team LLC
A-Mex & Handyman Team LLC
5.0(1)
Handyman/Handywoman/Handyperson · 418 Marshalls Creek Rd
Closed · Opens 8 AM Mon · (570) 977-2212

Directions",,http://www.bizapedia.com/pa/a-mex-and-handyman-team-llc.html
Handyman and property repairs,Saw Creek Estates Bushkill PA,Justin's Handyman Service,,"Justin's Handyman Service
Justin's Handyman Service
No reviews
Handyman/Handywoman/Handyperson · 4320 Pne Rdg Dr
Closed · Opens 8 AM Mon

Website

Directions",,http://justinhandyman.com
Handyman and property repairs,Saw Creek Estates Bushkill PA,EJ's Premier Services,,"EJ's Premier Services
EJ's Premier Services
5.0(1)
Property maintenance
Open 24 hours · (570) 656-1302

Website

Directions",,http://sawcreek.org
Handyman and property repairs,Tanglwood Lakes Greentown PA,Manton Home Services,,"Manton Home Services
Manton Home Services
5.0(9)
Handyman/Handywoman/Handyperson
Closed · Opens 12 PM · (445) 223-0117

Website

Directions
 
""I emailed him my inspection report and he fixed every issue I wanted fixed.""",,http://mantonhomeservices.com
Handyman and property repairs,Hemlock Farms Hawley PA,Affordable Art's Handyman Services,,"Affordable Art's Handyman Services
Affordable Art's Handyman Services
5.0(7)
Handyman/Handywoman/Handyperson
Closed · Opens 4:30 AM · (570) 460-6922

Directions
 
""He’s reliable, knowledgeable, and his prices are great too.""",,http://local.yahoo.com/info-241343341-affordable-arts-handymans-services-hawley/
Handyman and property repairs,Hemlock Farms Hawley PA,"ALC Property Maintenance, LLC",,"ALC Property Maintenance, LLC
ALC Property Maintenance, LLC
3.7(3)
Handyman/Handywoman/Handyperson
Closed · Opens 7 AM Mon · (845) 806-6222

Directions",,http://truckingdatabase.com/companies/dot/2881647
Handyman and property repairs,Hemlock Farms Hawley PA,Area Maintenance,,"Area Maintenance
Area Maintenance
5.0(1)
Electrician
Closed · Opens 9 AM Mon · (570) 229-0105

Website

Directions",,http://www.hemlockfarms.org/public-works
Handyman and property repairs,Hideout Lake Ariel PA,T Squared Handyman LLC.,,"T Squared Handyman LLC.
T Squared Handyman LLC.
No reviews
Handyman/Handywoman/Handyperson
Closed · Opens 8 AM Mon · (570) 251-5049

Website

Directions",,http://nextdoor.com/pages/t-squared-handyman-llc-lake-ariel-pa/
Handyman and property repairs,Hideout Lake Ariel PA,Handyman Business Solutions,,"Handyman Business Solutions
Handyman Business Solutions
No reviews
Web hosting company · 135 Boulder Rd
Closed · Opens 9 AM Mon · (407) 625-9266

Website

Directions
 
Online appointments",,http://www.handymanbusinesssolutions.com
Handyman and property repairs,Hideout Lake Ariel PA,Handy Manny / Manny Exclusives,,"Handy Manny / Manny Exclusives
Handy Manny / Manny Exclusives
4.2(5)
Handyman/Handywoman/Handyperson
Closed · Opens 6:30 AM Mon · (570) 814-8740

Directions
 
""Handy Manny is now our go-to choice in the Poconos area.""",,http://www.hideoutassoc.com
HVAC and plumbing emergency service,Stroudsburg PA,"Pocono Electrical Services, LLC",,"Pocono Electrical Services, LLC
Sponsored

Pocono Electrical Services, LLC
4.6(37)
Electrician · 112 Scarlet Oak Drive
Closed · Opens 8 AM Mon · (570) 534-2247

Website

Directions
 
 
Over 20 Years of Experience
We Offer Electrical Outlet & Switch Relocation Services.
Visit Site",,http://www.poconoelectricalservices.com
HVAC and plumbing emergency service,Stroudsburg PA,"r.j. Groner Inc. Heating, Cooling & Plumbing",,"r.j. Groner Inc. Heating, Cooling & Plumbing
r.j. Groner Inc. Heating, Cooling & Plumbing
4.8(1,511)
Air conditioning contractor ·  · 1 Katz Rd
Open 24 hours · (570) 775-2841

Website

Directions
 
Onsite services
·
Online estimates
 

Book online",,http://rjgroner.com
HVAC and plumbing emergency service,Stroudsburg PA,Northeast Plumbing Service,,"Northeast Plumbing Service
Northeast Plumbing Service
5.0(193)
Plumber · 556 Main St
Open 24 hours · (610) 551-4704

Website

Directions
 
""... fast and worked around our schedule and our emergency call.""",,http://hvacservice.io/pa/stroudsburg/northeast-plumbing-service
HVAC and plumbing emergency service,Stroudsburg PA,ETG Plumbing & Heating,,"ETG Plumbing & Heating
ETG Plumbing & Heating
4.8(147)
Plumber ·  · 205 N Courtland St
Closed · Opens 8 AM Mon · (570) 800-3214

Website

Directions
 
""In doing so they saved me thousands in unnecessary repair cost.""",,http://www.etgplumbing.com
HVAC and plumbing emergency service,Stroudsburg PA,Nauman Inc.,,"Nauman Inc.
Nauman Inc.
4.9(1,455)
Furnace repair service ·  · 20 Lenox Ave
Open 24 hours · (570) 989-9849

Website

Directions
 
""Highly recommended, they do all my plumbing and HVAC work.""
 

Book online",,http://www.naumaninc.com/hvac
HVAC and plumbing emergency service,Stroudsburg PA,KMB PLUMBING AND ELECTRICAL,,"KMB PLUMBING AND ELECTRICAL
KMB PLUMBING AND ELECTRICAL
4.2(207)
Plumber · 223 Truss Rd
Open 24 hours · (570) 460-0111

Website

Directions
 
""Great company great workers had an emergency guys were out within two hours.""",,http://www.kmbplumbing.com
HVAC and plumbing emergency service,East Stroudsburg PA,Toms Plumbing HVAC,,"Toms Plumbing HVAC
Toms Plumbing HVAC
3.9(36)
HVAC contractor · 524 Cranberry Rd
Open 24 hours · (570) 656-3200

Directions
 
""Pricing is fair and my issues were fixed quickly!""",,http://hvacservice.io/pa/east-stroudsburg/toms-plumbing-hvac
HVAC and plumbing emergency service,East Stroudsburg PA,A1 HVAC & Plumbing,,"A1 HVAC & Plumbing
A1 HVAC & Plumbing
4.8(101)
HVAC contractor
Open 24 hours · (610) 333-5722

Website

Directions
 
""We had a broken AC and they came the next morning and gave a fair price.""",,http://a1hvacandplumbing.net
